,"Manufacturer","Model","Weight.oz","Dim.1.in","Dim.2.in","Dim.3.in","Talk.hr","Standby.hr","Volume.in3","Composite","Years"
"1642","ZTE","Anthem 4G",6.7,5.12,2.68,0.54,4,244,7.409664,18.7105802094,2012.2136986301
"1659","Samsung","Admire 4G",4.34,4.52,2.46,0.47,3,200,5.226024,22.47537744,2012.2547945206
"1650","Sony","Xperia P",4.2,4.8,2.3,0.4,6,475,4.416,58.6118848654,2012.2602739726
"1662","Huawei","Pinnacle 2",3.63,4.51,2.39,0.47,4.5,240,5.066083,30.1860044344,2012.2712328767
"1661","HTC","EVO 4G LTE",5.05,5.3,2.7,0.35,7.5,2000,5.0085,202.5649947805,2012.2794520548
"1629","Samsung","Freeform 4 / Comment 2",3.35,4.38,2.38,0.42,6.5,288,4.378248,41.4712364303,2012.2904109589
"1665","Pantech","Marauder",6.07,5.06,2.57,0.49,8.2,533,6.372058,46.133846989,2012.2904109589
"1644","Huawei","myTouch",4.9,4.8,2.46,0.41,7,348,4.84128,39.3172149861,2012.301369863
"1630","Samsung","Chrono 2 / Contour 2",3.6,3.79,1.88,0.73,5,600,5.201396,71.0114622726,2012.3095890411
"1666","Motorola","Defy XT",4.06,4.53,2.3,0.47,5.5,300,4.89693,36.5638673072,2012.3123287671
"1709","Pantech","Renue",4.5,3.89,2.49,0.47,5,425,4.552467,49.7102060687,2012.3369863014
"1668","Nokia","808 PureView",5.96,4.88,2.37,0.55,6.5,540,6.36108,46.4650826064,2012.3397260274
"1646","HTC","One V",4.06,4.74,2.35,0.36,7.2,252,4.01004,35.687555452,2012.3479452055
"1671","LG","Splendor / Venice",4.23,4.92,2.64,0.34,9,240,4.416192,32.9624879947,2012.3479452055
"1663","BlackBerry","Curve 9310",3.67,4.29,2.36,0.5,8,432,5.0622,54.0528160143,2012.3589041096
"1667","Samsung","Galaxy S III (global)",4.69,5.38,2.78,0.34,10.8,750,5.085176,82.2491584806,2012.3671232877
"1655","Pantech","Flex",4.66,5.11,2.63,0.31,7.2,240,4.166183,31.2705956811,2012.3698630137
"1651","Sony","Xperia U",3.9,4.4,2.1,0.5,6.6,472,4.62,59.2723004695,2012.3780821918
"1676","Samsung","Galaxy S III (T-Mobile)",4.65,5.38,2.78,0.34,8,300,5.085176,34.9248950404,2012.3780821918
"1670","Kyocera","Hydro",4.16,4.53,2.44,0.5,8.4,1500,5.5266,159.1889827184,2012.3890410959
"1677","Huawei","Ascend Q",4.6,4.8,2.3,0.5,4.2,240,5.52,25.790513834,2012.3890410959
"1682","Huawei","myTouch Q",6.5,4.9,2.5,0.56,7,319,6.86,26.497005988,2012.394520548
"1683","Samsung","Galaxy S III (AT&T)",4.68,5.38,2.78,0.34,8,199,5.085176,24.4747252891,2012.4
"1634","Sony","Xperia ion",5.1,5.2,2.7,0.4,4,350,5.616,34.5278088839,2012.4082191781
"1664","Samsung","SGH-T159",2.9,3.8,1.9,0.6,5,264,4.332,39.9612831858,2012.4109589041
"1684","Samsung","Galaxy S III (Verizon)",4.7,5.38,2.78,0.34,15,200,5.085176,28.1037356916,2012.4164383562
"1685","Samsung","Galaxy S III (CDMA)",4.65,5.38,2.78,0.34,9.2,2100,5.085176,220.4377198728,2012.4164383562
"1669","Kyocera","Rise",5.54,4.45,2.38,0.56,8.6,168,5.93096,18.3942756317,2012.4301369863
"1687","Huawei","Fusion 2",4.38,4.56,2.4,0.46,5,350,5.03424,39.833273849,2012.4301369863
"1716","Coolpad","Quattro 4G",3.31,4.96,2.6,0.51,5,1200,6.57696,123.9005720666,2012.4328767123
"1691","Huawei","Ascend Y",4.41,4.6,2.4,0.46,4.8,305,5.0784,34.6739176257,2012.4465753425
"1660","Samsung","Array / Montage",4.14,4.41,2.12,0.59,4,250,5.516028,27.9618078987,2012.4493150685
"1688","Alcatel","Authority / One Touch Ultra",4.47,5,2.67,0.4,6.2,450,5.34,49.0316004077,2012.4520547945
"1694","Motorola","Atrix HD",4.94,5.26,2.75,0.33,9,204,4.77345,25.6345582671,2012.4520547945
"1696","Samsung","Entro",2.99,3.83,1.84,0.65,5,240,4.58068,35.0034607195,2012.4520547945
"1658","LG","Spectrum 2",5.59,5.31,2.69,0.39,10.4,472,5.570721,46.9503717547,2012.4657534247
"1672","Samsung","Galaxy Stellar",4.73,4.8,2.51,0.47,17,216,5.66256,28.9630273965,2012.4739726027
"1686","LG","Intuition",5.93,5.5,3.56,0.33,15,130,6.4614,16.5437319431,2012.4904109589
"1699","ZTE","Render",4.8,4.8,2.52,0.48,7,220,5.80608,24.0428131789,2012.4904109589
"1701","Motorola","Photon Q",6,4.98,2.6,0.54,7.5,220,6.99192,19.820011207,2012.504109589
"1711","Motorola","Electrify 2",4.59,2.59,5.06,0.33,11,264,4.324782,35.7832642458,2012.504109589
"1702","ZTE","Aspect",3.7,4.55,2.4,0.45,4,252,4.914,31.5765033666,2012.5068493151
"1703","Huawei","Verge",3.17,4.57,2.06,0.49,5.5,350,4.612958,48.5034096291,2012.5095890411
"1714","ZTE","Concord",3.52,4.59,2.43,0.45,8.5,300,5.019165,40.1093081115,2012.5232876712
"1680","Samsung","Galaxy S Relay 4G",5.29,4.96,2.56,0.53,10,312,6.729728,30.1171540654,2012.5260273973
"1705","HTC","Desire C (CDMA)",3.5,4.8,2.4,0.5,6.2,450,5.76,51.9438444924,2012.5397260274
"1673","LG","Motion 4G / Optimus Regard",4.65,4.36,2.39,0.46,5.4,290,4.793384,33.5684750297,2012.5452054795
"1675","Samsung","Galaxy Victory 4G LTE",4.9,4.8,2.5,0.5,9,2100,6,196.7889908257,2012.5452054795
"1681","Samsung","Galaxy Stratosphere II",5.43,4.97,2.58,0.53,15,150,6.795978,18.4034357006,2012.5506849315
"1706","Alcatel","one touch 510a",2.8,4.53,1.87,0.5,4.2,442,4.23555,65.8086432475,2012.5506849315
"1674","Samsung","Galaxy Rugby Pro",5.6,5.04,2.65,0.5,11,288,6.678,27.9361459521,2012.5616438356
"1679","Samsung","M400",3.7,3.8,1.9,0.7,4,1000,5.054,116.5181631254,2012.5643835616
"1692","Samsung","Galaxy Rush",4.2,4.84,2.36,0.47,8,1750,5.368528,187.0716164493,2012.5808219178
"1712","LG","Escape",4.5,4.96,2.54,0.37,8.5,312,4.661408,38.6949254962,2012.5835616438
"1697","Samsung","Galaxy Reverb",4.54,4.82,2.53,0.44,7.5,169,5.365624,20.8467432238,2012.5890410959
"1700","Pantech","Discover",4.76,5.3,2.7,0.36,10,430,5.1516,48.4281044433,2012.5890410959
"1695","LG","Optimus G (CDMA)",5.11,5.19,2.71,0.33,13,2100,4.641417,222.0190152877,2012.6082191781
"1704","Motorola","Droid RAZR M",4.44,4.82,2.4,0.33,20,408,3.81744,61.520277471,2012.6246575343
"1693","LG","Mach",5.92,4.64,2.56,0.48,9.5,309,5.701632,30.6755540014,2012.6602739726
"1656","BlackBerry","Curve 9315 / 9320",3.63,4.29,2.36,0.5,7,432,5.0622,53.7263293528,2012.6630136986
"1717","LG","Optimus G (AT&T)",5.19,5.12,2.82,0.33,10,324,4.764672,37.5702986497,2012.6657534247
"1718","Alcatel","Shockwave",5.7,4.72,2.6,0.54,5,400,6.62688,34.4774995782,2012.6739726027
"1708","Samsung","Galaxy Express",4.8,5.22,2.72,0.37,14,312,5.253408,37.9970652738,2012.6849315069
"1724","Apple","iPhone 5 (AT&T)",3.95,4.87,2.31,0.3,8,225,3.37491,36.1779189096,2012.698630137
"1725","Apple","iPhone 5 (CDMA / global)",3.95,4.87,2.31,0.3,8,225,3.37491,36.1779189096,2012.698630137
"1726","ZTE","Warp Sequent",4.58,5,2.56,0.39,7,220,4.992,26.640200585,2012.701369863
"1698","LG","Optimus L9",4.18,5.02,2.63,0.36,7,336,4.752936,41.531697977,2012.7123287671
"1729","Sony","Xperia TL",5.2,5.1,2.6,0.4,7,450,5.304,46.1728865194,2012.7178082192
"1715","HTC","One VX",4.4,5.26,2.66,0.36,9,276,5.036976,34.0151336615,2012.7232876712
"1728","Samsung","Galaxy Note II (GSM)",6.35,5.94,3.16,0.38,15,288,7.132752,26.9232868779,2012.7424657534
"1731","Samsung","Galaxy Note II (Verizon)",6.35,5.94,3.16,0.38,21,300,7.132752,30.0383779217,2012.7424657534
"1730","Samsung","Galaxy Note II (Sprint US Cellular)",6.35,5.94,3.16,0.38,15,300,7.132752,27.8133128904,2012.7534246575
"1732","Nokia","Lumia 810",5.11,5,2.69,0.44,10.6,432,5.918,43.9789626406,2012.7534246575
"1713","HTC","Windows Phone 8X (CDMA)",4.66,5.21,2.61,0.4,15,300,5.43924,37.1315069253,2012.7616438356
"1745","Sonim","XP Strike",6.52,4.95,2.3,0.98,9.5,800,11.1573,47.9428419498,2012.7780821918
"1736","Nokia","Lumia 822",4.99,5.03,2.69,0.42,15.1,486,5.682894,52.6099106765,2012.7835616438
"1721","Nokia","Lumia 820",5.64,4.87,2.7,0.39,7.5,259,5.12811,27.5350084648,2012.7890410959
"1722","Nokia","Lumia 920",6.53,5.12,2.79,0.42,9,320,5.999616,29.1309805504,2012.7890410959
"1737","Samsung","Rugby III",4.64,4.11,2.08,0.82,9,480,7.010016,45.0643157915,2012.8
"1738","Samsung","Galaxy Axiom",4.83,4.79,2.51,0.47,7,348,5.650763,36.5431409908,2012.8164383562
"1739","Motorola","Electrify M",3.92,4.85,2.42,0.34,16.6,312,3.99058,49.933127533,2012.8191780822
"1740","Kyocera","Event",4.1,4.53,2.41,0.46,8.7,168,5.021958,23.1858116426,2012.8273972603
"1741","HTC","Droid DNA",5.03,5.54,2.77,0.4,12.8,353,6.13832,37.3377553652,2012.8465753425
"1742","Samsung","ATIV Odyssey",4.38,4.82,2.52,0.44,19,168,5.344416,27.0453259095,2012.8493150685
"1743","LG","Spirit",4.3,5.08,2.61,0.37,4,160,4.905756,19.5529840243,2012.8575342466
"1746","ZTE","Avid 4G",5.25,4.88,2.58,0.47,4,260,5.917488,25.0727827064,2012.9342465753
"1734","ZTE","Force",5.4,4.88,2.54,0.47,9,1730,5.825744,158.1186957408,2012.9452054795
"1735","HTC","One SV",4.3,5.04,2.63,0.36,14.9,305,4.771872,41.8326008127,2012.9726027397
"1748","BlackBerry","Z10 (GSM)",4.85,5.12,2.58,0.35,10,305,4.62336,37.4735046488,2012.997260274
"1744","Kyocera","Torque",5.94,5.06,2.96,0.51,18.9,2500,7.638576,191.0730550832,2013.0301369863
"1749","BlackBerry","Z10 (CDMA)",4.78,5.12,2.58,0.35,10,312,4.62336,38.4968777118,2013.1534246575
